date,timestamp_utc,product,price_eur_l,source_url
2026-03-09,2026-03-09T08:00:00+00:00,Neste Futura 95,1.617,https://www.neste.lv/lv/content/degvielas-cenas
2026-03-09,2026-03-09T08:00:00+00:00,Neste Futura 98,1.687,https://www.neste.lv/lv/content/degvielas-cenas
2026-03-09,2026-03-09T08:00:00+00:00,Neste Futura D,1.797,https://www.neste.lv/lv/content/degvielas-cenas
2026-03-09,2026-03-09T08:00:00+00:00,Neste Pro Diesel,1.927,https://www.neste.lv/lv/content/degvielas-cenas
